顧客ID,購入額,購入頻度,購入取引数,支払額,最低支払額,一括購入額,一括購入の頻度,分割購入額,分割購入の頻度,カードキャッシング金額,カードキャッシングの頻度,カードキャッシング取引数,クレジット限度額
C14435,0.0,0.0,0,2194.131117,684.16893,0.0,0.0,0.0,0.0,9670.775878,0.4,6,9500.0
C14436,1501.08,0.25,5,1647.245926,2330.665551,0.0,0.0,1501.08,0.166667,4730.837305,0.333333,6,8500.0
C14437,0.0,0.0,0,602.563865,648.459886,0.0,0.0,0.0,0.0,2617.930904,0.083333,2,3000.0
C14439,64.2,0.083333,1,647.437157,957.631664,64.2,0.083333,0.0,0.0,0.0,0.0,0,3000.0
C14440,284.11,0.166667,2,1765.584677,265.343044,284.11,0.166667,0.0,0.0,855.147084,0.166667,2,1500.0
C14441,0.0,0.0,0,1368.734996,229.658625,0.0,0.0,0.0,0.0,159.333467,0.083333,1,1200.0
C14442,253.0,0.833333,11,445.652564,1146.800921,28.0,0.083333,225.0,0.75,2622.759643,0.333333,8,2900.0
C14443,711.8,0.666667,10,2007.282363,146.809491,497.8,0.166667,214.0,0.416667,0.0,0.0,0,8500.0
C14444,1400.0,0.833333,10,1307.099065,138.949382,0.0,0.0,1400.0,0.75,0.0,0.0,0,7500.0
C14445,0.0,0.0,0,359.180202,319.230878,0.0,0.0,0.0,0.0,54.67143,0.083333,1,1200.0
C14447,6493.25,1.0,38,5777.820302,221.688527,6454.25,1.0,39.0,0.083333,0.0,0.0,0,3200.0
C14448,311.55,0.166667,5,525.904979,86.934441,311.55,0.166667,0.0,0.0,0.0,0.0,0,1200.0
C14449,372.36,0.416667,5,347.937039,262.219868,0.0,0.0,372.36,0.416667,1655.625508,0.166667,3,4000.0
C14450,524.7,1.0,15,1772.643444,144.171824,150.32,0.25,374.38,0.75,1168.556598,0.083333,1,1200.0
C14451,0.0,0.0,0,4103.204766,162.659753,0.0,0.0,0.0,0.0,3254.66653,0.416667,11,6000.0
C14452,175.4,0.416667,5,2524.423875,201.610785,0.0,0.0,175.4,0.416667,1816.49181,0.166667,2,1200.0
C14453,0.0,0.0,0,1233.178997,1.334075,0.0,0.0,0.0,0.0,265.334594,0.111111,1,1200.0
C14455,2276.41,0.833333,39,3755.786767,685.860574,1787.77,0.5,488.64,0.666667,628.841571,0.333333,6,4500.0
C14456,616.0,1.0,8,526.820014,135.473963,0.0,0.0,616.0,0.875,0.0,0.0,0,1000.0
C14457,299.84,0.416667,6,577.023407,116.058011,299.84,0.416667,0.0,0.0,0.0,0.0,0,3000.0
C14458,445.18,1.0,11,673.563611,775.381032,445.18,1.0,0.0,0.0,0.0,0.0,0,1200.0
C14459,0.0,0.0,0,654.1843,686.833751,0.0,0.0,0.0,0.0,576.920984,0.166667,4,10000.0
C14460,91.46,0.2,2,77.334707,46.086964,91.46,0.2,0.0,0.0,0.0,0.0,0,1500.0
C14461,1454.16,1.0,44,1828.965302,208.822523,1043.25,0.75,410.91,1.0,0.0,0.0,0,3000.0
C14462,411.2,0.666667,8,1753.647095,2670.980121,0.0,0.0,411.2,0.583333,2943.158701,0.166667,5,8000.0
C14463,241.0,0.666667,11,401.109047,101.527469,0.0,0.0,241.0,0.666667,0.0,0.0,0,1200.0
C14464,970.57,0.5,7,1113.617785,123.734011,970.57,0.5,0.0,0.0,0.0,0.0,0,7200.0
C14465,1700.0,0.666667,10,1271.291305,360.944075,900.0,0.083333,800.0,0.666667,0.0,0.0,0,8000.0
C14466,1034.4,0.5,11,1905.378315,174.443043,249.0,0.166667,785.4,0.416667,0.0,0.0,0,1200.0
C14467,264.02,0.25,4,274.692435,55.272081,264.02,0.25,0.0,0.0,0.0,0.0,0,7000.0
C14468,191.98,0.25,4,978.453301,634.093114,96.0,0.083333,95.98,0.25,0.0,0.0,0,2000.0
C14469,0.0,0.0,0,1120.65839,131.179377,0.0,0.0,0.0,0.0,985.337823,0.083333,1,3000.0
C14470,2659.35,0.888889,38,2249.612405,4538.542583,813.0,0.222222,1846.35,0.777778,4851.392018,0.333333,34,6000.0
C14471,1749.72,0.75,24,6481.117394,734.982596,1300.48,0.333333,449.24,0.5,3738.635191,0.25,8,6000.0
C14472,1499.12,0.833333,10,1844.394398,2439.534576,119.12,0.083333,1380.0,0.666667,2312.556328,0.166667,4,4500.0
C14473,0.0,0.0,0,2952.279108,549.725344,0.0,0.0,0.0,0.0,2599.489045,0.5,15,2500.0
C14474,289.9,0.333333,4,714.619326,209.589155,0.0,0.0,289.9,0.25,0.0,0.0,0,9500.0
C14475,1293.04,1.0,20,891.734089,92.437942,67.86,0.166667,1225.18,1.0,0.0,0.0,0,7500.0
C14476,367.44,0.916667,13,360.925707,151.126893,0.0,0.0,367.44,0.833333,0.0,0.0,0,5700.0
C14477,332.74,0.545455,10,399.729843,173.571302,0.0,0.0,332.74,0.454545,0.0,0.0,0,2500.0
C14478,1974.04,1.0,40,1920.094402,1942.567564,1326.0,1.0,648.04,1.0,4310.515986,0.5,14,7000.0
C14479,0.0,0.0,0,465.698012,602.277885,0.0,0.0,0.0,0.0,1116.430456,0.166667,6,5500.0
C14480,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,1500.0
C14481,0.0,0.0,0,1696.073522,351.642621,0.0,0.0,0.0,0.0,1523.162883,0.333333,8,1500.0
C14482,2216.6,0.833333,34,2268.296871,4010.894978,0.0,0.0,2216.6,0.75,1353.5452,0.083333,1,3500.0
C14483,0.0,0.0,0,160.482027,404.435634,0.0,0.0,0.0,0.0,1148.512914,0.166667,4,2500.0
C14484,0.0,0.0,0,317.447893,226.855527,0.0,0.0,0.0,0.0,108.260087,0.083333,1,1200.0
C14485,0.0,0.0,0,899.712442,773.302151,0.0,0.0,0.0,0.0,2238.32876,0.416667,10,15500.0
C14486,2956.2,0.75,17,2845.336693,181.388411,1398.57,0.333333,1557.63,0.666667,0.0,0.0,0,5500.0
C14487,20.0,0.333333,4,2069.263442,539.15281,0.0,0.0,20.0,0.333333,0.0,0.0,0,7500.0
C14488,1216.58,0.666667,12,603.722261,318.083871,561.9,0.166667,654.68,0.666667,0.0,0.0,0,4000.0
C14489,473.64,1.0,12,501.511019,556.905288,0.0,0.0,473.64,0.916667,956.509038,0.083333,1,1200.0
C14490,0.0,0.0,0,13893.86739,2529.713215,0.0,0.0,0.0,0.0,5672.920976,0.5,13,14500.0
C14492,1326.75,1.0,30,1132.512843,134.186632,0.0,0.0,1326.75,1.0,0.0,0.0,0,1500.0
C14493,1073.5,1.0,46,1009.068974,264.908262,101.85,0.166667,971.65,1.0,328.279184,0.333333,9,4000.0
C14494,3936.51,1.0,57,2183.769759,812.766517,3249.14,0.666667,687.37,0.916667,517.562968,0.166667,2,10000.0
C14495,0.0,0.0,0,502.200633,1223.070301,0.0,0.0,0.0,0.0,183.230915,0.166667,3,1600.0
C14496,341.48,1.0,15,381.231169,178.836103,0.0,0.0,341.48,1.0,0.0,0.0,0,4000.0
C14497,2351.58,0.25,7,3711.189548,162.638519,2351.58,0.25,0.0,0.0,0.0,0.0,0,4500.0
C14498,1225.0,1.0,24,1467.532097,1476.718269,651.0,0.583333,574.0,1.0,0.0,0.0,0,1900.0
C14499,7739.48,1.0,44,2688.447014,76406.20752,0.0,0.0,7739.48,1.0,0.0,0.0,0,8000.0
C14500,0.0,0.0,0,540.703321,359.715011,0.0,0.0,0.0,0.0,2132.985725,0.25,3,3000.0
C14501,2476.9,1.0,39,2190.775297,298.614416,2324.38,1.0,152.52,0.916667,0.0,0.0,0,7000.0
C14502,2199.65,0.916667,13,2577.703016,242.28511,815.15,0.083333,1384.5,0.833333,0.0,0.0,0,6000.0
C14503,0.0,0.0,0,7313.426958,183.18233,0.0,0.0,0.0,0.0,6897.966615,0.222222,2,8500.0
C14504,421.2,1.0,12,410.786446,177.457989,0.0,0.0,421.2,1.0,0.0,0.0,0,2000.0
C14505,3848.92,0.916667,70,1450.987082,1246.026053,3247.26,0.583333,601.66,0.666667,8383.293085,0.25,27,12000.0
C14506,979.11,1.0,31,1097.760409,1330.385356,197.05,0.166667,782.06,1.0,809.443906,0.166667,2,2900.0
C14507,0.0,0.0,0,713.179379,1013.177624,0.0,0.0,0.0,0.0,154.629617,0.083333,1,3000.0
C14508,31.23,0.25,3,4045.49694,82.129945,0.0,0.0,31.23,0.25,1896.550326,0.166667,2,2500.0
C14509,855.99,1.0,12,816.582936,122.653219,0.0,0.0,855.99,0.7,0.0,0.0,0,3000.0
C14510,2564.08,1.0,57,1363.695769,628.433833,1165.0,0.583333,1399.08,1.0,0.0,0.0,0,8500.0
C14511,451.9,0.25,6,569.867313,482.831701,335.0,0.083333,116.9,0.166667,0.0,0.0,0,2500.0
C14512,4381.86,1.0,50,2410.061408,1205.692287,2825.56,1.0,1556.3,0.666667,951.294749,0.083333,1,7000.0
C14513,79.0,0.083333,1,357.720268,213.991077,79.0,0.083333,0.0,0.0,0.0,0.0,0,1500.0
C14514,305.79,0.090909,1,566.857973,41.54037,305.79,0.090909,0.0,0.0,0.0,0.0,0,3000.0
C14515,1186.09,0.916667,30,1487.08197,769.568121,397.0,0.166667,789.09,0.833333,513.979897,0.333333,8,500.0
C14516,1847.57,0.583333,35,1652.359591,624.9314,841.59,0.25,1005.98,0.5,0.0,0.0,0,3350.0
C14517,746.31,0.666667,14,3286.143282,735.695479,487.27,0.25,259.04,0.416667,1535.853619,0.416667,12,4200.0
C14518,530.0,0.916667,12,538.553454,49.080612,0.0,0.0,530.0,0.916667,0.0,0.0,0,1000.0
C14519,1240.04,0.75,20,2724.967965,2726.278972,1240.04,0.75,0.0,0.0,3681.231518,0.333333,4,8000.0
C14520,1831.57,1.0,61,427.189102,325.34638,697.94,0.583333,1133.63,1.0,1909.684135,0.083333,1,8000.0
C14521,49.89,0.2,2,348.530192,330.552082,49.89,0.2,0.0,0.0,59.673576,0.3,3,1500.0
C14522,326.64,0.166667,2,3434.224242,589.095389,326.64,0.166667,0.0,0.0,0.0,0.0,0,3000.0
C14523,0.0,0.0,0,422.017882,415.210454,0.0,0.0,0.0,0.0,233.246267,0.4,4,2000.0
C14524,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,5000.0
C14525,0.0,0.0,0,266.59382,276.874306,0.0,0.0,0.0,0.0,275.762341,0.083333,1,1500.0
C14526,2219.53,1.0,43,2073.117846,183.251598,1432.86,0.916667,786.67,1.0,0.0,0.0,0,5700.0
C14527,0.0,0.0,0,343.313124,254.04276,0.0,0.0,0.0,0.0,48.919105,0.083333,1,1200.0
C14528,99.0,0.083333,1,96.255421,13.60646,99.0,0.083333,0.0,0.0,0.0,0.0,0,1500.0
C14529,1517.85,0.272727,6,1157.021023,1085.111218,1517.85,0.272727,0.0,0.0,185.169509,0.181818,2,6000.0
C14530,245.85,0.875,16,209.736381,65.920948,0.0,0.0,245.85,0.75,0.0,0.0,0,1500.0
C14531,71.8,0.083333,1,304.742004,415.236204,71.8,0.083333,0.0,0.0,0.0,0.0,0,3500.0
C14532,3669.72,1.0,26,3512.263933,217.919829,3669.72,1.0,0.0,0.0,0.0,0.0,0,13000.0
C14533,0.0,0.0,0,857.062706,375.080858,0.0,0.0,0.0,0.0,435.240217,0.25,3,3000.0
C14534,324.3,0.083333,2,7975.31466,1302.96803,324.3,0.083333,0.0,0.0,3965.922581,0.666667,16,7000.0
C14535,0.0,0.0,0,327.423796,168.363818,0.0,0.0,0.0,0.0,277.70324,0.083333,1,1200.0
C14536,0.0,0.0,0,20740.15941,671.319778,0.0,0.0,0.0,0.0,3358.172644,0.25,8,10500.0
C14537,0.0,0.0,0,10893.77844,54.765004,0.0,0.0,0.0,0.0,1369.366015,0.083333,1,3000.0
C14538,847.66,1.0,20,3273.326636,718.558976,765.8,1.0,81.86,0.583333,1201.188255,0.083333,1,7500.0
C14539,133.16,0.333333,4,210.448172,111.554771,0.0,0.0,133.16,0.25,0.0,0.0,0,6500.0
C14540,285.69,0.25,3,389.787483,421.667803,285.69,0.25,0.0,0.0,463.813261,0.25,4,3000.0
C14541,94.0,0.083333,1,539.459472,456.550057,94.0,0.083333,0.0,0.0,234.639631,0.083333,1,1400.0
C14542,0.0,0.0,0,2933.325551,3178.835456,0.0,0.0,0.0,0.0,7107.137059,0.666667,22,10500.0
C14543,330.25,0.25,5,509.309215,134.968858,330.25,0.25,0.0,0.0,0.0,0.0,0,2500.0
C14544,356.62,0.333333,6,641.34086,663.87709,308.26,0.25,48.36,0.166667,0.0,0.0,0,1600.0
C14545,1987.76,1.0,36,753.735014,306.442797,1062.44,0.5,925.32,0.916667,0.0,0.0,0,6000.0
C14546,0.0,0.0,0,554.846112,173.790575,0.0,0.0,0.0,0.0,787.758817,0.25,3,4400.0
C14547,657.05,1.0,17,894.424776,915.822464,0.0,0.0,657.05,1.0,0.0,0.0,0,2000.0
C14548,83.45,0.25,3,837.430224,1596.597441,0.0,0.0,83.45,0.25,1136.000468,0.166667,2,7000.0
C14549,0.0,0.0,0,13001.03715,3897.073997,0.0,0.0,0.0,0.0,10630.32102,0.833333,27,10000.0
C14550,995.62,1.0,30,767.241839,133.121651,402.79,1.0,592.83,0.666667,0.0,0.0,0,7500.0
C14551,7244.98,1.0,110,6151.929937,197.28441,2457.47,0.833333,4787.51,1.0,0.0,0.0,0,6200.0
C14553,0.0,0.0,0,315.553886,315.206825,0.0,0.0,0.0,0.0,204.182088,0.166667,2,1500.0
C14554,1200.0,0.5,12,1654.263363,129.321856,0.0,0.0,1200.0,0.416667,0.0,0.0,0,8000.0
C14555,0.0,0.0,0,974.764661,217.361776,0.0,0.0,0.0,0.0,950.084436,0.083333,1,11500.0
C14556,757.8,0.75,18,345.385827,166.714261,0.0,0.0,757.8,0.666667,0.0,0.0,0,8000.0
C14557,158.2,0.083333,1,6585.792428,559.387332,158.2,0.083333,0.0,0.0,1402.159983,0.083333,1,6500.0
C14558,736.24,1.0,20,2267.012612,518.201767,480.0,0.166667,256.24,0.916667,0.0,0.0,0,7000.0
C14559,68.0,0.083333,1,3845.144477,709.872779,68.0,0.083333,0.0,0.0,0.0,0.0,0,3000.0
C14560,1900.63,0.75,29,674.748921,786.205716,1900.63,0.75,0.0,0.0,0.0,0.0,0,4000.0
C14561,1257.77,0.909091,25,20873.22194,2522.629723,540.65,0.909091,717.12,0.636364,8295.538786,0.636364,21,15000.0
C14562,489.24,0.75,11,1660.010795,207.644586,0.0,0.0,489.24,0.75,1010.553199,0.416667,9,1000.0
C14563,0.0,0.0,0,1023.016247,938.580888,0.0,0.0,0.0,0.0,1143.763365,0.166667,2,6500.0
C14564,2834.03,1.0,54,1333.71178,301.821505,1972.22,0.5,861.81,1.0,0.0,0.0,0,6000.0
C14565,709.01,1.0,12,716.721864,170.422207,709.01,1.0,0.0,0.0,0.0,0.0,0,2000.0
C14566,56.0,0.125,1,375.558603,413.255193,56.0,0.125,0.0,0.0,4086.268496,0.5,10,2500.0
C14567,328.7,0.333333,4,4256.385553,935.303835,328.7,0.333333,0.0,0.0,0.0,0.0,0,8000.0
C14568,736.26,0.833333,11,3636.148663,336.850732,425.62,0.166667,310.64,0.583333,3120.093926,0.416667,6,6000.0
C14569,261.89,0.416667,7,309.348573,1196.937133,139.19,0.083333,122.7,0.333333,0.0,0.0,0,1700.0
C14570,2115.76,1.0,52,1953.639143,172.233875,530.0,0.5,1585.76,1.0,0.0,0.0,0,4000.0
C14571,71.38,0.416667,5,547.424357,647.111708,0.0,0.0,71.38,0.416667,0.0,0.0,0,3000.0
C14572,374.4,1.0,12,419.512265,2.891346,0.0,0.0,374.4,1.0,0.0,0.0,0,1000.0
C14573,0.0,0.0,0,624.147899,699.416582,0.0,0.0,0.0,0.0,370.248624,0.166667,2,2500.0
C14574,1170.48,0.416667,5,1078.964657,247.32444,1170.48,0.416667,0.0,0.0,920.050071,0.25,4,4500.0
C14575,861.9,0.5,7,1426.507994,147.707838,150.0,0.083333,711.9,0.416667,0.0,0.0,0,6000.0
C14576,0.0,0.0,0,382.425723,292.838637,0.0,0.0,0.0,0.0,1087.144848,0.166667,2,3000.0
C14577,0.0,0.0,0,172.645901,231.115707,0.0,0.0,0.0,0.0,145.557904,0.25,3,500.0
C14578,0.01,0.083333,1,1071.665067,1998.26387,0.01,0.083333,0.0,0.0,5942.11917,0.166667,5,12000.0
C14579,0.0,0.0,0,578.821763,473.168189,0.0,0.0,0.0,0.0,2914.767437,0.111111,2,3000.0
C14580,4185.94,1.0,90,3836.06844,175.475265,898.14,0.666667,3287.8,1.0,0.0,0.0,0,6000.0
C14581,3682.11,1.0,76,3259.008834,218.502255,2473.8,1.0,1208.31,1.0,0.0,0.0,0,10000.0
C14582,2000.0,0.111111,1,448.300443,348.836471,2000.0,0.111111,0.0,0.0,0.0,0.0,0,2000.0
C14583,0.0,0.0,0,1601.295316,225.711121,0.0,0.0,0.0,0.0,689.70174,0.333333,7,1050.0
C14584,1045.84,0.333333,7,530.125935,171.522214,1045.84,0.333333,0.0,0.0,0.0,0.0,0,1850.0
C14585,0.0,0.0,0,329.077571,216.751158,0.0,0.0,0.0,0.0,3189.613873,0.833333,11,10000.0
C14586,900.87,1.0,162,92.865469,50260.75947,0.0,0.0,900.87,1.0,0.0,0.0,0,5500.0
C14587,1909.13,0.916667,12,1831.935279,21.095616,30.0,0.083333,1879.13,0.833333,0.0,0.0,0,2000.0
C14588,2214.64,1.0,34,1428.539668,930.608759,1250.3,0.666667,964.34,1.0,0.0,0.0,0,9000.0
C14589,1832.92,0.5,14,1425.425074,231.1444,1832.92,0.5,0.0,0.0,0.0,0.0,0,6500.0
C14590,1799.03,0.833333,14,1770.472642,215.536534,1799.03,0.833333,0.0,0.0,0.0,0.0,0,10000.0
C14591,394.95,0.916667,33,339.702306,175.28579,277.95,0.25,117.0,0.75,0.0,0.0,0,6000.0
C14592,165.5,0.285714,5,375.839637,481.804214,165.5,0.285714,0.0,0.0,1157.345416,0.142857,1,1200.0
C14593,320.01,0.857143,7,195.595593,673.698985,69.0,0.142857,251.01,0.714286,1056.477112,0.142857,3,1200.0
C14594,1121.86,0.666667,11,3312.219079,195.611673,169.2,0.083333,952.66,0.583333,1172.195497,0.333333,5,3500.0
C14595,231.25,0.666667,14,209.115604,94.901424,0.0,0.0,231.25,0.583333,0.0,0.0,0,4000.0
C14596,623.19,1.0,26,719.914581,867.218309,0.0,0.0,623.19,0.916667,408.434019,0.083333,1,2800.0
C14597,532.93,1.0,23,686.935875,150.108154,0.0,0.0,532.93,1.0,0.0,0.0,0,3000.0
C14598,188.6,0.083333,1,1421.954639,1452.249653,188.6,0.083333,0.0,0.0,1934.418697,0.333333,4,9000.0
C14599,718.44,1.0,14,885.366764,174.343817,0.0,0.0,718.44,1.0,0.0,0.0,0,3000.0
C14600,2018.13,0.75,26,2575.541309,661.487315,1545.23,0.25,472.9,0.666667,0.0,0.0,0,7000.0
C14601,0.0,0.0,0,865.821715,1977.876309,0.0,0.0,0.0,0.0,3179.132724,0.25,7,5000.0
C14602,227.44,1.0,12,316.388557,191.312297,227.44,1.0,0.0,0.0,0.0,0.0,0,4500.0
C14603,0.0,0.0,0,1325.649779,1227.092304,0.0,0.0,0.0,0.0,1352.783037,0.166667,2,10000.0
C14604,1126.32,1.0,49,1136.224986,177.605867,580.44,1.0,545.88,1.0,0.0,0.0,0,9000.0
C14606,740.75,1.0,13,3281.898514,2912.794724,0.0,0.0,740.75,1.0,2238.487012,0.166667,2,14000.0
C14607,921.12,0.75,14,1323.776141,1011.025921,521.14,0.5,399.98,0.5,0.0,0.0,0,6200.0
C14608,239.71,0.454545,5,358.108438,130.741607,0.0,0.0,239.71,0.454545,0.0,0.0,0,700.0
C14609,0.0,0.0,0,239.80734,225.238271,0.0,0.0,0.0,0.0,234.105509,0.083333,3,1200.0
C14610,0.0,0.0,0,710.854365,685.291892,0.0,0.0,0.0,0.0,1477.737906,0.666667,16,8500.0
C14611,518.31,1.0,29,1141.190295,980.845115,113.31,0.333333,405.0,1.0,472.118676,0.25,5,1200.0
C14612,433.31,1.0,8,363.064207,430.485462,200.0,0.142857,233.31,0.857143,766.872458,0.428571,5,1000.0
C14613,1307.18,0.916667,20,2167.293003,539.880492,762.5,0.333333,544.68,0.666667,0.0,0.0,0,9000.0
C14614,0.0,0.0,0,4293.062891,5255.006819,0.0,0.0,0.0,0.0,6605.075695,0.75,24,7500.0
C14615,898.43,0.5,22,1067.435442,1116.032132,479.0,0.083333,419.43,0.416667,2094.091371,0.333333,6,4500.0
C14616,80.44,0.333333,4,137.217255,81.263818,0.0,0.0,80.44,0.333333,0.0,0.0,0,3000.0
C14617,0.0,0.0,0,577.962789,171.809634,0.0,0.0,0.0,0.0,191.834575,0.083333,1,7000.0
C14618,159.96,0.25,8,356.317359,522.252346,0.0,0.0,159.96,0.25,601.616399,0.416667,10,4000.0
C14619,0.0,0.0,0,813.686705,1449.354152,0.0,0.0,0.0,0.0,99.790116,0.083333,2,3000.0
C14620,493.32,0.75,14,471.382074,153.842106,149.93,0.166667,343.39,0.5,0.0,0.0,0,5000.0
C14621,0.0,0.0,0,428.488182,715.614697,0.0,0.0,0.0,0.0,906.645286,0.166667,2,2500.0
C14622,655.68,1.0,0,718.537117,162.732686,0.0,0.0,655.68,1.0,0.0,0.0,0,1000.0
C14623,0.0,0.0,0,205.709969,271.728487,0.0,0.0,0.0,0.0,1366.204137,0.416667,7,1400.0
C14624,505.48,0.333333,6,188.304134,302.43456,505.48,0.333333,0.0,0.0,0.0,0.0,0,1950.0
C14625,43.3,0.083333,1,526.604881,207.134146,0.0,0.0,43.3,0.083333,0.0,0.0,0,7000.0
C14626,2955.91,1.0,62,2456.581737,209.435975,952.51,1.0,2003.4,0.833333,0.0,0.0,0,8000.0
C14627,153.95,0.333333,5,1908.258846,365.472319,153.95,0.333333,0.0,0.0,0.0,0.0,0,6500.0
C14628,272.9,0.833333,5,313.913093,81.433073,69.9,0.166667,203.0,0.5,0.0,0.0,0,6000.0
C14629,831.89,0.166667,7,381.967601,457.75848,831.89,0.166667,0.0,0.0,495.002834,0.166667,2,1200.0
C14630,7465.91,1.0,57,2403.16006,2207.068883,6075.62,0.833333,1390.29,0.666667,0.0,0.0,0,18500.0
C14631,0.0,0.0,0,1756.557983,2302.022679,0.0,0.0,0.0,0.0,3580.392989,0.25,9,7500.0
C14632,2372.98,0.166667,5,659.726225,874.537967,2372.98,0.166667,0.0,0.0,1465.082446,0.083333,1,4500.0
C14633,6200.71,0.666667,49,7932.430735,271.788449,5742.61,0.666667,458.1,0.416667,283.476295,0.083333,1,7000.0
C14634,0.0,0.0,0,2021.908233,1918.555864,0.0,0.0,0.0,0.0,10187.5226,0.6,11,10000.0
C14635,1545.03,1.0,41,1182.107223,187.489659,124.72,0.083333,1420.31,1.0,289.630816,0.333333,5,6500.0
C14636,350.0,0.083333,1,828.8943,175.629153,350.0,0.083333,0.0,0.0,0.0,0.0,0,3000.0
C14637,709.98,1.0,12,727.104508,168.805075,0.0,0.0,709.98,0.916667,0.0,0.0,0,1000.0
C14638,0.0,0.0,0,353.686721,428.150067,0.0,0.0,0.0,0.0,118.974129,0.333333,5,1600.0
C14639,365.26,0.5,9,3311.192387,4903.859993,188.56,0.083333,176.7,0.416667,4738.30754,0.666667,25,8000.0
C14640,11500.94,1.0,308,20122.00545,1617.014574,3091.01,1.0,8409.93,1.0,15133.53213,1.0,48,14000.0
C14641,1554.39,0.636364,9,1006.702329,139.902685,1174.39,0.454545,380.0,0.181818,0.0,0.0,0,6000.0
C14642,2724.76,1.0,70,2600.70524,190.766768,572.76,1.0,2152.0,1.0,0.0,0.0,0,8500.0
C14643,2590.27,0.916667,49,1825.405687,173.164117,2102.46,0.916667,487.81,0.416667,0.0,0.0,0,2500.0
C14644,2092.0,0.75,15,3476.019003,330.828719,1242.0,0.333333,850.0,0.5,0.0,0.0,0,5181.818182
C14645,208.41,0.083333,1,708.100631,154.96528,208.41,0.083333,0.0,0.0,1633.935089,0.333333,6,3000.0
C14646,27.99,0.083333,1,187.172733,56.066059,27.99,0.083333,0.0,0.0,0.0,0.0,0,6500.0
C14647,178.4,1.0,12,130.650758,166.81518,0.0,0.0,178.4,1.0,0.0,0.0,0,2500.0
C14648,132.0,0.333333,4,3610.565153,66.187935,0.0,0.0,132.0,0.333333,0.0,0.0,0,19500.0
C14649,0.0,0.0,0,1428.511775,1322.626868,0.0,0.0,0.0,0.0,2318.967259,0.083333,1,5000.0
C14650,145.85,0.583333,7,263.681773,130.725349,0.0,0.0,145.85,0.583333,0.0,0.0,0,1000.0
C14651,0.0,0.0,0,797.029627,1026.510864,0.0,0.0,0.0,0.0,275.602351,0.166667,5,1200.0
C14652,56.38,0.416667,5,398.98255,422.371745,0.0,0.0,56.38,0.416667,0.0,0.0,0,1600.0
C14653,0.0,0.0,0,347.227774,148.87441,0.0,0.0,0.0,0.0,254.910338,0.083333,1,300.0
C14654,354.0,0.083333,1,1697.98971,217.875105,354.0,0.083333,0.0,0.0,0.0,0.0,0,1200.0
C14655,1497.2,0.333333,5,1453.119488,632.472511,1301.26,0.25,195.94,0.083333,0.0,0.0,0,7000.0
C14656,1689.09,1.0,82,2046.509543,2256.318292,0.0,0.0,1689.09,1.0,1088.523871,0.166667,3,6000.0
C14657,3644.35,0.666667,23,3879.940821,864.045134,3610.6,0.583333,33.75,0.083333,0.0,0.0,0,3500.0
C14658,0.0,0.0,0,4021.956752,410.666163,0.0,0.0,0.0,0.0,155.414239,0.333333,4,7000.0
C14659,800.55,0.5,13,1584.89763,147.859998,586.55,0.333333,214.0,0.333333,0.0,0.0,0,7000.0
C14660,1580.34,1.0,26,1712.233039,1485.721729,1364.34,1.0,216.0,0.416667,0.0,0.0,0,5500.0
C14661,443.71,0.916667,11,372.548129,228.365901,0.0,0.0,443.71,0.916667,0.0,0.0,0,1000.0
C14662,312.15,0.75,19,671.70656,1458.363763,0.0,0.0,312.15,0.75,0.0,0.0,0,1500.0
C14663,320.0,0.5,6,559.713369,65.554557,0.0,0.0,320.0,0.416667,0.0,0.0,0,2500.0
C14664,157.4,0.125,6,1494.480376,2638.59841,157.4,0.125,0.0,0.0,0.0,0.0,0,1200.0
C14665,8391.55,1.0,199,6322.388249,7912.050279,0.0,0.0,8391.55,1.0,0.0,0.0,0,8500.0
C14666,462.75,1.0,12,185.002877,170.274498,462.75,1.0,0.0,0.0,0.0,0.0,0,5500.0
C14667,11522.9,1.0,68,11082.51429,237.006434,11146.28,1.0,376.62,0.416667,0.0,0.0,0,4500.0
C14668,909.0,0.083333,1,340.201751,55.410769,909.0,0.083333,0.0,0.0,0.0,0.0,0,3000.0
C14669,872.7,0.333333,11,2411.060444,44.981723,872.7,0.333333,0.0,0.0,0.0,0.0,0,2500.0
C14670,27.98,0.111111,1,57.785065,154.349034,27.98,0.111111,0.0,0.0,0.0,0.0,0,2500.0
C14672,993.96,0.727273,22,2752.623744,489.842903,245.59,0.181818,748.37,0.636364,0.0,0.0,0,6000.0
C14673,499.59,0.916667,11,555.286351,617.276328,0.0,0.0,499.59,0.916667,0.0,0.0,0,2700.0
C14674,88.08,0.5,6,453.199092,321.319929,0.0,0.0,88.08,0.416667,154.311694,0.083333,2,1500.0
C14675,0.0,0.0,0,274.985583,493.392656,0.0,0.0,0.0,0.0,49.602856,0.083333,1,1500.0
C14676,1641.48,0.916667,26,3423.435143,629.237655,1377.06,0.75,264.42,0.416667,1105.875503,0.583333,9,7000.0
C14677,144.0,0.75,6,173.881319,96.495473,0.0,0.0,144.0,0.625,0.0,0.0,0,1500.0
C14678,4126.75,1.0,31,6061.100911,1113.256834,4126.75,1.0,0.0,0.0,0.0,0.0,0,10500.0
C14679,3809.71,1.0,16,2837.599645,238.075524,3809.71,1.0,0.0,0.0,0.0,0.0,0,16500.0
